,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,451,174,911",,"121,633,769,953",,,"121,375,191,137","108,911,846,213","112,892,519,810","144,401,949,198","129,326,666,462","160,937,468,081","235,730,950,766","251,106,398,624","257,415,335,924","238,571,789,655","268,257,228,503","290,038,770,299","235,205,414,114","289,299,952,111","286,366,597,808","301,631,357,753","279,682,554,642","262,088,002,436","288,318,661,438","361,721,997,498","359,006,318,695","449,266,808,575","475,604,864,604","671,423,427,439","652,451,203,036","929,221,008,140","778,572,254,585","845,365,455,294","655,141,507,370","611,423,483,517","681,360,441,155","664,764,301,616","704,101,114,408",,"1,128,554,270,953","1,210,653,998,695"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,451,174,911",,"121,633,769,953",,,"121,375,191,137","108,911,846,213","112,892,519,810","144,401,949,198","129,326,666,462","160,937,468,081","235,730,950,766","251,106,398,624","257,415,335,924","238,571,789,655","268,257,228,503","290,038,770,299","235,205,414,114","289,299,952,111","286,366,597,808","301,631,357,753","279,682,554,642","262,088,002,436","288,318,661,438","361,721,997,498","359,006,318,695","449,266,808,575","475,604,864,604","671,423,427,439","652,451,203,036","929,221,008,140","778,572,254,585","845,365,455,294","655,141,507,370","611,423,483,517","681,360,441,155","664,764,301,616","704,101,114,408",,"1,128,554,270,953","1,210,653,998,695"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,417,733,715",,"72,001,826,007",,,"76,410,498,771","65,143,185,310","81,502,836,115","97,174,849,947","90,643,404,666","115,235,241,294","178,156,850,965","189,446,907,504","203,983,276,165","196,657,187,179","212,908,437,803","221,430,487,034","182,547,512,921","224,420,784,238","240,519,077,868","245,730,300,910","225,876,018,665","201,596,764,004","243,615,955,568","281,112,049,533","262,235,767,434","307,987,468,765","335,769,570,168","334,864,757,335","312,471,135,599","495,205,225,043","401,698,978,553","574,489,804,568","462,686,693,770","464,244,290,822","523,136,859,205","551,616,816,677","597,856,715,279",,"736,199,422,030","692,438,880,888"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,033,441,196",,"49,631,943,946",,,"44,964,692,366","43,768,660,903","31,389,683,695","47,227,099,251","38,683,261,796","45,702,226,787","57,574,099,801","61,659,491,120","53,432,059,759","41,914,602,476","55,348,790,700","68,608,283,265","52,657,901,193","64,879,167,873","45,847,519,940","55,901,056,843","53,806,535,977","60,491,238,432","44,702,705,870","80,609,947,965","96,770,551,261","141,279,339,810","139,835,294,436","336,558,670,104","339,980,067,437","434,015,783,097","376,873,276,032","270,875,650,726","192,454,813,600","147,179,192,695","158,223,581,950","113,147,484,939","106,244,399,129",,"392,354,848,923","518,215,117,807"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,803,776,317",,"2,085,721,205",,,"5,545,629,289","2,602,522,971","2,414,964,213","10,540,191,278","2,387,403,787","9,746,696,692","3,127,233,727","1,956,684,382","1,317,589,465","5,272,390,587","3,783,955,241","4,297,953,339","6,291,836,706","1,773,404,431","3,743,918,384","2,835,586,558","4,388,127,771","6,745,573,338","2,081,485,010","3,860,868,220","3,744,471,553","6,822,989,717","3,805,747,188","11,903,145,105","3,830,501,507","15,766,004,596","5,871,534,702","43,875,425,312","4,719,854,917","7,920,828,256","10,504,842,807","6,941,891,534","10,179,436,259",,"7,765,408,970","8,154,084,612"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,609,094,792",,"2,965,898,335",,,"1,222,479,020","1,122,619,553","924,088,846","2,744,726,445","1,188,068,144","1,253,632,205","3,102,678,009","1,597,519,299","2,533,039,879","2,172,795,918","3,180,453,817","2,536,019,404","3,282,591,053","4,675,718,689","4,446,680,952","4,950,033,559","8,054,505,897","5,641,419,283","6,911,531,274","7,230,098,539","6,490,518,531","8,397,435,662","8,904,774,618","9,134,477,216","9,518,676,534","15,169,364,732","15,942,734,055","52,468,235,328","20,838,851,122","18,976,477,707","19,549,849,286","24,305,764,334","18,618,473,196",,"34,184,372,096","31,011,224,187"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,609,094,792",,"1,626,472,168",,,"1,074,086,649","981,839,094","921,016,748","1,040,381,337","1,044,216,224","1,062,759,769","2,805,582,219","936,669,834","2,531,481,076","631,753,727","1,483,418,235","2,480,431,294","3,147,968,939","3,881,309,690","4,943,237,191","5,062,562,358","5,821,823,930","6,757,247,155","6,835,166,975","7,080,431,603","6,388,710,847","8,310,138,182","8,536,118,353","8,894,762,638","9,259,173,721","14,362,524,315","14,153,616,104","20,821,776,049","19,477,976,845","19,233,488,489","17,936,562,406","16,769,888,733","18,928,496,248",,"27,951,882,740","31,913,542,870"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,353,188,253",,,"-837,894,676","2,093,517,160","1,910,359,507","-5,002,820,458","1,744,390,044","-39,582,156","1,056,922,655","1,203,627,426","1,307,297,667","1,307,297,667","976,370,063","1,052,630,565","-392,703,400","2,291,188,299","57,338,104","1,849,921,474","1,827,233,649","-670,741,134","1,875,107,862","2,943,082,381","2,388,543,883","3,435,516,975","4,110,723,435","9,378,224,934","9,500,197,986","8,459,315,139","11,568,700,079","-188,941,016","4,438,764,178","768,216,600","16,422,212,573","6,726,560,864","3,236,654,180",,"5,813,344,014","6,262,593,226"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,896,635,684",,"10,381,471,885",,,"8,632,327,605","7,418,357,666","7,918,330,764","9,021,317,564","7,831,467,032","10,141,483,106","15,193,237,674","12,238,662,547","14,335,975,339","12,952,819,060","15,354,599,492","18,659,654,371","16,241,169,409","15,121,515,837","16,464,496,230","19,381,981,496","16,071,830,589","17,630,229,952","17,457,558,503","16,971,439,367","16,716,031,859","23,544,727,648","18,959,297,769","25,957,519,159","23,626,195,427","27,636,878,902","31,331,192,223","31,613,925,297","30,049,890,568","28,069,073,207","33,900,190,114","33,297,720,833","34,197,391,728",,"45,746,794,571","86,849,949,341"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,280,174,674",,"39,723,483,184",,,"39,817,620,354","39,923,723,815","26,872,587,805","40,998,426,062","33,795,520,451","44,014,226,012","43,462,340,500","50,983,621,082","39,187,931,673","33,368,675,752","41,574,062,695","52,763,193,394","39,033,274,037","49,146,526,077","28,737,599,246","36,254,549,820","35,895,560,911","43,294,421,401","24,290,208,965","63,212,360,660","79,697,016,307","119,595,683,192","119,887,692,672","322,748,043,768","320,165,894,969","415,434,859,198","347,039,584,535","230,479,974,397","150,724,691,005","108,822,686,637","131,700,597,930","69,212,452,170","66,844,624,644",,"326,002,435,240","414,770,622,117"
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"615,274,420",,"26,996,427",,,"37,563,096","15,744,913","980,832,855","43,184,404","42,382,585","1,042,117,695","198,371,343","266,819,090","1,563,600,445","20,246,894,672","945,498,059","1,031,622,215","1,199,250,728","606,063,606","711,777,944","1,084,110,793","119,708,996","300,355,090","291,830,569","517,014,228","22,024,335,357","-827,997,025","615,596,657","1,284,416,637","202,209,291","117,830,478","335,331,089","1,721,116,863","2,390,037,872","1,261,843,333","3,341,518,850","7,149,623,860","9,401,623,796",,"93,719,894","4,278,164,599"
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,226,894,483",,"3,511,432,476",,,"7,875,837","67,872,996","21,617,559","-22,312,072","4,083,962","390,002,348","2,803,442","825,271,267","186,930,299","13,055,193","86,490,516","104,973,133","11,166,335","42,259,148","104,073,815","566,881,363","2,749,229","756,748,828","25,084,041","36,368,944","3,537,226","2,370,603,405","234,409,165","98,874,350","50,540,324","19,228,248,820","13,136,903,241","469,921,613","94,614,934","668,274,981","414,219,410","9,976,565,384","10,931,688,426",,"4,729,389,494","931,250,182"
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,611,620,063",,"-3,484,436,049",,,"29,687,259","-52,128,083","959,215,296","65,496,476","38,298,623","652,115,347","195,567,901","-558,452,177","1,376,670,146","20,233,839,479","859,007,543","926,649,082","1,188,084,393","563,804,458","607,704,129","517,229,430","116,959,767","-456,393,738","266,746,528","480,645,284","22,020,798,131","-3,198,600,430","381,187,492","1,185,542,287","151,668,967","-19,110,418,342","-12,801,572,152","1,251,195,250","2,295,422,938","593,568,352","2,927,299,440","-2,826,941,524","-1,530,064,630",,"-4,635,669,600","3,346,914,417"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,041,149,704",,"37,592,235,388",,,"39,847,307,613","39,871,595,732","27,831,803,101","41,063,922,538","33,833,819,074","44,666,341,359","43,657,908,401","50,425,168,905","40,564,601,819","53,602,515,231","42,433,070,238","53,689,842,476","40,221,358,430","49,710,330,535","29,345,303,375","36,771,779,250","36,012,520,678","42,838,027,663","24,556,955,493","63,693,005,944","101,717,814,438","116,397,082,762","120,268,880,164","323,933,586,055","320,317,563,936","396,324,440,856","334,238,012,383","231,731,169,647","153,020,113,943","109,416,254,989","134,627,897,370","66,385,510,646","65,314,560,014",,"321,366,765,640","418,117,536,534"
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,772,038,540",,"2,462,357,679",,,"3,819,986,812","3,915,890,345","2,796,639,745","4,295,999,056","2,724,976,581","4,712,501,841","3,692,622,623","8,909,557,809","4,793,567,335","8,831,674,156","6,982,672,756","8,332,214,959","6,257,942,600","7,705,404,718","3,987,887,382","5,412,848,390","4,813,171,693","6,486,623,293","2,994,594,146","8,953,768,799","16,203,115,209","18,714,682,788","19,505,286,522","57,278,923,437","57,635,778,900","71,902,379,584","59,885,221,113","42,199,639,911","26,646,083,253","29,695,850,500","22,049,320,145","13,827,252,721","17,982,256,878",,"44,814,599,676","70,255,289,733"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,813,188,244",,"33,776,689,456",,,"36,027,320,801","35,955,705,387","25,035,163,356","36,767,923,482","31,108,842,493","39,953,839,518","39,965,285,778","41,515,611,096","35,771,034,484","44,770,841,075","35,450,397,482","45,357,627,517","33,963,415,830","42,004,925,817","25,357,415,993","31,358,930,860","31,199,348,985","36,351,404,370","21,562,361,347","54,739,237,145","85,514,699,229","97,682,399,974","100,763,593,642","266,654,662,618","262,681,785,036","324,422,061,272","274,352,791,270","189,531,529,736","126,374,030,690","79,720,404,489","112,578,577,225","52,558,257,925","47,332,303,136",,"276,552,165,964","347,862,246,801"
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,813,188,244",,"33,776,689,456",,,"36,058,583,121","35,969,980,859","25,002,997,065","36,732,996,053","31,071,375,995","39,895,888,980","38,125,150,811","38,152,726,083","34,872,457,890","37,531,356,560","27,524,507,618","37,684,978,012","31,201,653,470","34,657,052,240","23,875,169,530","31,590,671,126","29,736,861,887","34,623,953,281","23,095,163,154","49,585,960,914","66,799,018,933","82,343,645,682","92,884,893,871","203,485,938,614","199,943,197,173","239,691,342,691","218,137,344,699","171,486,516,073","119,018,870,234","96,519,842,513","105,697,060,692","62,973,825,004","59,241,900,591",,"199,250,186,229","280,188,389,723"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-31,262,320","-14,275,472","32,166,291","34,927,429","37,466,498","57,950,538","1,840,134,967","3,362,885,013","898,576,594","7,239,484,515","7,925,889,864","7,672,649,505","2,761,762,360","7,347,873,577","1,482,246,463","-231,740,266","1,462,487,098","1,727,451,089","-1,532,801,807","5,153,276,231","18,715,680,296","15,338,754,292","7,878,699,771","63,168,724,004","62,738,587,863","84,730,718,581","56,215,446,571","18,045,013,663","7,355,160,456","-16,799,438,024","6,881,516,533","-10,415,567,079","-11,909,597,455",,"77,301,979,735","67,673,857,078"
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472",,,"1,478","1,475",996,"1,564","1,285","1,373","1,046","1,047",969,"1,031",753,"1,030",711,782,539,609,581,680,460,989,"1,324","1,639","1,841","3,945","3,836","2,298","2,947","2,037","1,588","1,263",922,545,513,,"1,575","3,672"
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,478",,,,,,,,,"1,031",753,"1,030",711,782,539,609,581,680,460,989,"1,324","1,639","1,841","3,945","3,836","2,298","2,947","2,037","1,588","1,263",922,545,513,,"1,575","3,672"
